date,horizon,source,portfolio,n,stock_return,ibov_return,gross_alpha_vs_ibov,net_alpha_vs_ibov,cdi_return,net_excess_vs_cdi
2023-08-07,5,ranker_v2,top20,20,-0.015504131539227934,-0.021527894119617974,0.006023762580390041,0.004023762580390041,0.002454255806815686,-0.01995838734604362
2023-08-07,5,ranker_v2,top_decile,11,-0.03359729348212567,-0.021527894119617974,-0.012069399362507697,-0.014069399362507697,0.002454255806815686,-0.03805154928894136
2023-08-07,5,momentum_126_baseline,top10,10,-0.02068537855239828,-0.021527894119617974,0.0008425155672196927,-0.0011574844327803073,0.002454255806815686,-0.025139634359213965
2023-08-14,5,ranker_v2,top5,5,-0.020557530736749752,-0.02038352880746508,-0.00017400192928467283,-0.0021740019292846727,0.002454255806815686,-0.025011786543565437
2023-08-14,5,ranker_v2,top10,10,-0.03238365856068361,-0.02038352880746508,-0.012000129753218536,-0.014000129753218536,0.002454255806815686,-0.0368379143674993
2023-08-14,5,ranker_v2,top20,20,-0.03741907119183023,-0.02038352880746508,-0.017035542384365148,-0.019035542384365146,0.002454255806815686,-0.04187332699864592
2023-08-14,5,ranker_v2,top_decile,11,-0.03297204387739338,-0.02038352880746508,-0.012588515069928297,-0.014588515069928297,0.002454255806815686,-0.03742629968420907
2023-08-14,5,momentum_126_baseline,top10,10,-0.027514937981725406,-0.02038352880746508,-0.007131409174260328,-0.009131409174260328,0.002454255806815686,-0.03196919378854109
2023-08-21,5,ranker_v2,top5,5,0.005425439462464321,0.023525504898233907,-0.018100065435769586,-0.020100065435769587,0.002454255806815686,0.0009711836556486348
2023-08-21,5,ranker_v2,top10,10,0.006685278564071051,0.023525504898233907,-0.016840226334162857,-0.01884022633416286,0.002454255806815686,0.0022310227572553652
2023-08-21,5,ranker_v2,top20,20,0.014164474832547885,0.023525504898233907,-0.009361030065686022,-0.011361030065686022,0.002454255806815686,0.009710219025732198
2023-08-21,5,ranker_v2,top_decile,11,0.012048562212618448,0.023525504898233907,-0.011476942685615459,-0.013476942685615459,0.002454255806815686,0.0075943064058027615
2023-08-21,5,momentum_126_baseline,top10,10,-0.0037009658642892184,0.023525504898233907,-0.027226470762523124,-0.029226470762523125,0.002454255806815686,-0.008155221671104905
2023-08-28,5,ranker_v2,top5,5,-0.018975056969176562,0.005601045073044153,-0.024576102042220715,-0.026576102042220717,0.002454255806815686,-0.02342931277599225
2023-08-28,5,ranker_v2,top10,10,-0.051737364431264365,0.005601045073044153,-0.05733840950430852,-0.05933840950430852,0.002454255806815686,-0.05619162023808005
2023-08-28,5,ranker_v2,top20,20,-0.03164483461121953,0.005601045073044153,-0.03724587968426368,-0.039245879684263685,0.002454255806815686,-0.03609909041803522
2023-08-28,5,ranker_v2,top_decile,11,-0.04799568947373747,0.005601045073044153,-0.05359673454678162,-0.05559673454678162,0.002454255806815686,-0.052449945280553155
2023-08-28,5,momentum_126_baseline,top10,10,-0.04096934171173876,0.005601045073044153,-0.04657038678478291,-0.04857038678478291,0.002454255806815686,-0.045423597518554445
2023-09-04,5,ranker_v2,top5,5,-0.002487391682520812,0.0016217088226053722,-0.004109100505126184,-0.006109100505126184,0.002454255806815686,-0.006941647489336498
2023-09-04,5,ranker_v2,top10,10,0.001546101937134703,0.0016217088226053722,-7.560688547066929e-05,-0.0020756068854706692,0.002454255806815686,-0.002908153869680983
2023-09-04,5,ranker_v2,top20,20,-0.012062063098104574,0.0016217088226053722,-0.013683771920709947,-0.015683771920709945,0.002454255806815686,-0.01651631890492026
2023-09-04,5,ranker_v2,top_decile,11,-0.00016629737787420375,0.0016217088226053722,-0.0017880062004795758,-0.0037880062004795757,0.002454255806815686,-0.00462055318468989
2023-09-04,5,momentum_126_baseline,top10,10,0.001269083605755006,0.0016217088226053722,-0.0003526252168503663,-0.0023526252168503663,0.002454255806815686,-0.0031851722010606803
2023-09-12,5,ranker_v2,top5,5,-0.010027681849746672,-0.0010341787603418418,-0.00899350308940483,-0.01099350308940483,0.002454255806815686,-0.014481937656562359
2023-09-12,5,ranker_v2,top10,10,-0.013489413722628352,-0.0010341787603418418,-0.01245523496228651,-0.01445523496228651,0.002454255806815686,-0.01794366952944404
