ticker,sector,datetime,raw_score_20d,rank_score_20d,confirm_20d,raw_score_60d,rank_score_60d,confirm_60d,qlib_v4_ensemble_rank,qlib_v4_confirm,qlib_v4_status
FRAS3,Consumer Cyclical,2026-08-07,0.34578447537589063,77.83018867924528,False,0.30939436355885536,24.056603773584907,False,50.943396226415096,False,NAO_CONFIRMA
GFSA3,Consumer Cyclical,2026-08-07,0.33424524571967584,33.490566037735846,False,0.31046986264058374,29.245283018867923,False,31.367924528301884,False,NAO_CONFIRMA
GGBR4,Basic Materials,2026-08-07,0.32493420291002223,11.320754716981133,False,0.29949480186715544,1.8867924528301887,False,6.603773584905661,False,NAO_CONFIRMA
GGPS3,Industrials,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32008100066621803,54.24528301886793,False,66.0377358490566,False,NAO_CONFIRMA
GMAT3,Consumer Cyclical,2026-08-07,0.33731474773075043,41.0377358490566,False,0.30508064877933444,10.377358490566039,False,25.70754716981132,False,NAO_CONFIRMA
GOAU4,Basic Materials,2026-08-07,0.32493420291002223,11.320754716981133,False,0.3090250137919468,19.81132075471698,False,15.566037735849058,False,NAO_CONFIRMA
GRND3,Consumer Cyclical,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
HAPV3,Financial Services,2026-08-07,0.3324370758578982,25.471698113207548,False,0.30508064877933444,10.377358490566039,False,17.924528301886795,False,NAO_CONFIRMA
HBOR3,Real Estate,2026-08-07,0.3375903282868248,46.69811320754717,False,0.3186540121248611,44.339622641509436,False,45.51886792452831,False,NAO_CONFIRMA
HBRE3,Real Estate,2026-08-07,0.3375903282868248,46.69811320754717,False,0.3186540121248611,44.339622641509436,False,45.51886792452831,False,NAO_CONFIRMA
HBSA3,Industrials,2026-08-07,0.34578447537589063,77.83018867924528,False,0.30939436355885536,24.056603773584907,False,50.943396226415096,False,NAO_CONFIRMA
HYPE3,Healthcare,2026-08-07,0.34578447537589063,77.83018867924528,False,0.30939436355885536,24.056603773584907,False,50.943396226415096,False,NAO_CONFIRMA
IGTI11,Real Estate,2026-08-07,0.3510358319375635,96.69811320754717,True,0.32950788063752223,91.50943396226415,True,94.10377358490567,False,NAO_CONFIRMA
INTB3,Industrials,2026-08-07,0.3294766100742007,17.452830188679243,False,0.32008100066621803,54.24528301886793,False,35.84905660377359,False,NAO_CONFIRMA
IRBR3,Financial Services,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
ISAE4,Utilities,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
ITSA4,Industrials,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
ITUB3,Financial Services,2026-08-07,0.32680110242802257,13.20754716981132,False,0.3066067483041502,16.9811320754717,False,15.09433962264151,False,NAO_CONFIRMA
ITUB4,Financial Services,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
JALL3,Consumer Defensive,2026-08-07,0.34251892279247365,58.490566037735846,False,0.30508064877933444,10.377358490566039,False,34.43396226415094,False,NAO_CONFIRMA
JHSF3,Real Estate,2026-08-07,0.3346069735156385,34.90566037735849,False,0.3252891081210185,70.75471698113208,False,52.83018867924528,False,NAO_CONFIRMA
JSLG3,Industrials,2026-08-07,0.33731474773075043,41.0377358490566,False,0.32008100066621803,54.24528301886793,False,47.64150943396227,False,NAO_CONFIRMA
KEPL3,Industrials,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
KLBN11,Basic Materials,2026-08-07,0.3411316203281377,53.77358490566038,False,0.32409215988323575,68.86792452830188,False,61.32075471698113,False,NAO_CONFIRMA
KLBN3,Basic Materials,2026-08-07,0.3411316203281377,53.77358490566038,False,0.32409215988323575,68.86792452830188,False,61.32075471698113,False,NAO_CONFIRMA
KLBN4,Basic Materials,2026-08-07,0.3411316203281377,53.77358490566038,False,0.32409215988323575,68.86792452830188,False,61.32075471698113,False,NAO_CONFIRMA
LAVV3,Real Estate,2026-08-07,0.3375903282868248,46.69811320754717,False,0.3240201256025926,66.98113207547169,False,56.839622641509436,False,NAO_CONFIRMA
LEVE3,Consumer Cyclical,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
LIGT3,Utilities,2026-08-07,0.32910385562342276,14.150943396226415,False,0.30508064877933444,10.377358490566039,False,12.264150943396228,False,NAO_CONFIRMA
LJQQ3,Consumer Cyclical,2026-08-07,0.3376043350315909,50.47169811320755,False,0.30508064877933444,10.377358490566039,False,30.424528301886795,False,NAO_CONFIRMA
LOGG3,Real Estate,2026-08-07,0.34827618673122396,94.33962264150944,True,0.3358817571178504,98.11320754716981,True,96.22641509433961,False,NAO_CONFIRMA
LREN3,Consumer Cyclical,2026-08-07,0.33731474773075043,41.0377358490566,False,0.30939436355885536,24.056603773584907,False,32.54716981132076,False,NAO_CONFIRMA
LWSA3,Technology,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32008100066621803,54.24528301886793,False,66.0377358490566,False,NAO_CONFIRMA
MBRF3,Consumer Defensive,2026-08-07,0.3324370758578982,25.471698113207548,False,0.30939436355885536,24.056603773584907,False,24.764150943396228,False,NAO_CONFIRMA
MDIA3,Consumer Defensive,2026-08-07,0.34578447537589063,77.83018867924528,False,0.3150502666954791,38.20754716981132,False,58.0188679245283,False,NAO_CONFIRMA
MDNE3,Real Estate,2026-08-07,0.34250481757845813,56.60377358490566,False,0.32950788063752223,91.50943396226415,True,74.05660377358491,False,NAO_CONFIRMA
MELK3,Real Estate,2026-08-07,0.3510358319375635,96.69811320754717,True,0.3353529244199525,96.69811320754717,True,96.69811320754717,False,NAO_CONFIRMA
MGLU3,Consumer Cyclical,2026-08-07,0.3376043350315909,50.47169811320755,False,0.30508064877933444,10.377358490566039,False,30.424528301886795,False,NAO_CONFIRMA
MILS3,Industrials,2026-08-07,0.3176638965027052,4.245283018867925,False,0.3010358063858012,2.8301886792452833,False,3.537735849056604,False,NAO_CONFIRMA
MLAS3,Technology,2026-08-07,0.3212102077150789,8.49056603773585,False,0.3159260532889446,40.09433962264151,False,24.29245283018868,False,NAO_CONFIRMA
